Clinic,Date,Ailment,Attendance,MedicationUsed,MedicationStock,StockAdequacy
Ngara Health Centre,2024-02-08,Pneumonia,322,113,288,Adequate
Ngara Health Centre,2024-02-09,Malaria,104,48,717,Adequate
Ngara Health Centre,2024-02-09,Flu,180,81,183,Adequate
Ngara Health Centre,2024-02-09,Typhoid,241,20,560,Adequate
Ngara Health Centre,2024-02-09,Respiratory Infection,206,44,411,Adequate
Ngara Health Centre,2024-02-09,Diarrhea,211,40,285,Adequate
Ngara Health Centre,2024-02-09,Skin Infection,338,95,345,Adequate
Ngara Health Centre,2024-02-09,Pneumonia,346,109,483,Adequate
Ngara Health Centre,2024-02-10,Malaria,71,38,399,Adequate
Ngara Health Centre,2024-02-10,Flu,398,135,585,Adequate
Ngara Health Centre,2024-02-10,Typhoid,323,53,280,Adequate
Ngara Health Centre,2024-02-10,Respiratory Infection,394,83,439,Adequate
Ngara Health Centre,2024-02-10,Diarrhea,247,44,657,Adequate
Ngara Health Centre,2024-02-10,Skin Infection,121,114,538,Adequate
Ngara Health Centre,2024-02-10,Pneumonia,357,40,640,Adequate
Ngara Health Centre,2024-02-11,Malaria,280,78,290,Adequate
Ngara Health Centre,2024-02-11,Flu,76,140,350,Adequate
Ngara Health Centre,2024-02-11,Typhoid,292,73,419,Adequate
Ngara Health Centre,2024-02-11,Respiratory Infection,377,41,623,Adequate
Ngara Health Centre,2024-02-11,Diarrhea,321,38,750,Adequate
Ngara Health Centre,2024-02-11,Skin Infection,114,83,146,Adequate
Ngara Health Centre,2024-02-11,Pneumonia,110,96,732,Adequate
Ngara Health Centre,2024-02-12,Malaria,72,27,173,Adequate
Ngara Health Centre,2024-02-12,Flu,82,134,299,Adequate
Ngara Health Centre,2024-02-12,Typhoid,191,46,196,Adequate
Ngara Health Centre,2024-02-12,Respiratory Infection,78,39,139,Adequate
Ngara Health Centre,2024-02-12,Diarrhea,182,115,652,Adequate
Ngara Health Centre,2024-02-12,Skin Infection,193,11,310,Adequate
Ngara Health Centre,2024-02-12,Pneumonia,231,78,664,Adequate
Ngara Health Centre,2024-02-13,Malaria,176,35,409,Adequate
Ngara Health Centre,2024-02-13,Flu,272,80,594,Adequate
Ngara Health Centre,2024-02-13,Typhoid,143,26,557,Adequate
Ngara Health Centre,2024-02-13,Respiratory Infection,149,90,145,Adequate
Ngara Health Centre,2024-02-13,Diarrhea,272,64,661,Adequate
Ngara Health Centre,2024-02-13,Skin Infection,360,20,523,Adequate
Ngara Health Centre,2024-02-13,Pneumonia,77,85,107,Adequate
Ngara Health Centre,2024-02-14,Malaria,43,96,469,Adequate
Ngara Health Centre,2024-02-14,Flu,274,83,583,Adequate
Ngara Health Centre,2024-02-14,Typhoid,302,54,230,Adequate
Ngara Health Centre,2024-02-14,Respiratory Infection,38,113,733,Adequate
Ngara Health Centre,2024-02-14,Diarrhea,143,29,598,Adequate
Ngara Health Centre,2024-02-14,Skin Infection,368,30,132,Adequate
Ngara Health Centre,2024-02-14,Pneumonia,162,53,125,Adequate
Ngara Health Centre,2024-02-15,Malaria,393,98,191,Adequate
Ngara Health Centre,2024-02-15,Flu,62,139,117,Low
Ngara Health Centre,2024-02-15,Typhoid,303,47,388,Adequate
Ngara Health Centre,2024-02-15,Respiratory Infection,56,78,533,Adequate
Ngara Health Centre,2024-02-15,Diarrhea,137,86,423,Adequate
Ngara Health Centre,2024-02-15,Skin Infection,384,28,203,Adequate
Ngara Health Centre,2024-02-15,Pneumonia,361,105,461,Adequate
Ngara Health Centre,2024-02-16,Malaria,318,69,136,Adequate
Ngara Health Centre,2024-02-16,Flu,377,145,142,Low
Ngara Health Centre,2024-02-16,Typhoid,155,18,625,Adequate
Ngara Health Centre,2024-02-16,Respiratory Infection,160,98,283,Adequate
Ngara Health Centre,2024-02-16,Diarrhea,311,62,652,Adequate
Ngara Health Centre,2024-02-16,Skin Infection,367,111,632,Adequate
Ngara Health Centre,2024-02-16,Pneumonia,324,109,762,Adequate
Ngara Health Centre,2024-02-17,Malaria,98,84,536,Adequate
Ngara Health Centre,2024-02-17,Flu,330,56,727,Adequate
Ngara Health Centre,2024-02-17,Typhoid,171,50,205,Adequate
Ngara Health Centre,2024-02-17,Respiratory Infection,103,89,733,Adequate
Ngara Health Centre,2024-02-17,Diarrhea,232,20,758,Adequate
Ngara Health Centre,2024-02-17,Skin Infection,245,74,559,Adequate
Ngara Health Centre,2024-02-17,Pneumonia,332,43,678,Adequate
Ngara Health Centre,2024-02-18,Malaria,209,118,259,Adequate
Ngara Health Centre,2024-02-18,Flu,39,46,340,Adequate
Ngara Health Centre,2024-02-18,Typhoid,172,106,266,Adequate
Ngara Health Centre,2024-02-18,Respiratory Infection,86,39,426,Adequate
Ngara Health Centre,2024-02-18,Diarrhea,382,26,372,Adequate
Ngara Health Centre,2024-02-18,Skin Infection,396,25,474,Adequate
Ngara Health Centre,2024-02-18,Pneumonia,363,32,342,Adequate
Ngara Health Centre,2024-02-19,Malaria,137,60,449,Adequate
Ngara Health Centre,2024-02-19,Flu,203,145,794,Adequate
Ngara Health Centre,2024-02-19,Typhoid,390,108,765,Adequate
Ngara Health Centre,2024-02-19,Respiratory Infection,276,105,180,Adequate
Ngara Health Centre,2024-02-19,Diarrhea,258,81,502,Adequate
Ngara Health Centre,2024-02-19,Skin Infection,247,77,466,Adequate
Ngara Health Centre,2024-02-19,Pneumonia,343,107,769,Adequate
Ngara Health Centre,2024-02-20,Malaria,77,65,397,Adequate
Ngara Health Centre,2024-02-20,Flu,53,139,151,Adequate
Ngara Health Centre,2024-02-20,Typhoid,319,69,566,Adequate
Ngara Health Centre,2024-02-20,Respiratory Infection,288,97,750,Adequate
Ngara Health Centre,2024-02-20,Diarrhea,335,91,655,Adequate
Ngara Health Centre,2024-02-20,Skin Infection,288,108,164,Adequate
Ngara Health Centre,2024-02-20,Pneumonia,192,65,777,Adequate
Ngara Health Centre,2024-02-21,Malaria,68,34,419,Adequate
Ngara Health Centre,2024-02-21,Flu,389,42,423,Adequate
Ngara Health Centre,2024-02-21,Typhoid,355,84,356,Adequate
Ngara Health Centre,2024-02-21,Respiratory Infection,229,83,709,Adequate
Ngara Health Centre,2024-02-21,Diarrhea,133,18,263,Adequate
Ngara Health Centre,2024-02-21,Skin Infection,142,112,648,Adequate
Ngara Health Centre,2024-02-21,Pneumonia,135,88,463,Adequate
Ngara Health Centre,2024-02-22,Malaria,50,29,228,Adequate
Ngara Health Centre,2024-02-22,Flu,216,57,298,Adequate
Ngara Health Centre,2024-02-22,Typhoid,264,65,719,Adequate
Ngara Health Centre,2024-02-22,Respiratory Infection,38,94,519,Adequate
Ngara Health Centre,2024-02-22,Diarrhea,255,43,308,Adequate
Ngara Health Centre,2024-02-22,Skin Infection,274,41,165,Adequate
Ngara Health Centre,2024-02-22,Pneumonia,385,54,590,Adequate
Ngara Health Centre,2024-02-23,Malaria,220,99,528,Adequate
Ngara Health Centre,2024-02-23,Flu,183,50,693,Adequate
Ngara Health Centre,2024-02-23,Typhoid,250,60,379,Adequate
Ngara Health Centre,2024-02-23,Respiratory Infection,140,121,623,Adequate
Ngara Health Centre,2024-02-23,Diarrhea,168,36,122,Adequate
Ngara Health Centre,2024-02-23,Skin Infection,249,101,336,Adequate
Ngara Health Centre,2024-02-23,Pneumonia,282,67,282,Adequate
Ngara Health Centre,2024-02-24,Malaria,227,51,222,Adequate
Ngara Health Centre,2024-02-24,Flu,63,86,614,Adequate
Ngara Health Centre,2024-02-24,Typhoid,35,57,713,Adequate
Ngara Health Centre,2024-02-24,Respiratory Infection,221,149,624,Adequate
Ngara Health Centre,2024-02-24,Diarrhea,65,88,169,Adequate
Ngara Health Centre,2024-02-24,Skin Infection,318,114,412,Adequate
Ngara Health Centre,2024-02-24,Pneumonia,84,136,752,Adequate
Ngara Health Centre,2024-02-25,Malaria,254,60,135,Adequate
Ngara Health Centre,2024-02-25,Flu,162,148,124,Low
Ngara Health Centre,2024-02-25,Typhoid,366,46,118,Adequate
Ngara Health Centre,2024-02-25,Respiratory Infection,64,136,517,Adequate
Ngara Health Centre,2024-02-25,Diarrhea,339,55,617,Adequate
Ngara Health Centre,2024-02-25,Skin Infection,228,43,667,Adequate
Ngara Health Centre,2024-02-25,Pneumonia,285,112,708,Adequate
Ngara Health Centre,2024-02-26,Malaria,311,114,600,Adequate
Ngara Health Centre,2024-02-26,Flu,270,71,393,Adequate
Ngara Health Centre,2024-02-26,Typhoid,256,68,226,Adequate
Ngara Health Centre,2024-02-26,Respiratory Infection,309,140,120,Low
Ngara Health Centre,2024-02-26,Diarrhea,345,99,503,Adequate
Ngara Health Centre,2024-02-26,Skin Infection,35,76,708,Adequate
Ngara Health Centre,2024-02-26,Pneumonia,179,91,179,Adequate
Ngara Health Centre,2024-02-27,Malaria,46,19,751,Adequate
Ngara Health Centre,2024-02-27,Flu,368,69,779,Adequate
Ngara Health Centre,2024-02-27,Typhoid,103,83,149,Adequate
Ngara Health Centre,2024-02-27,Respiratory Infection,39,132,487,Adequate
Ngara Health Centre,2024-02-27,Diarrhea,328,92,488,Adequate
Ngara Health Centre,2024-02-27,Skin Infection,133,43,241,Adequate
Ngara Health Centre,2024-02-27,Pneumonia,326,71,112,Adequate
Ngara Health Centre,2024-02-28,Malaria,186,74,273,Adequate
Ngara Health Centre,2024-02-28,Flu,191,92,231,Adequate
Ngara Health Centre,2024-02-28,Typhoid,57,92,368,Adequate
Ngara Health Centre,2024-02-28,Respiratory Infection,280,143,717,Adequate
Ngara Health Centre,2024-02-28,Diarrhea,290,106,625,Adequate
Ngara Health Centre,2024-02-28,Skin Infection,109,41,277,Adequate
Ngara Health Centre,2024-02-28,Pneumonia,184,64,358,Adequate
Ngara Health Centre,2024-02-29,Malaria,289,16,560,Adequate
Ngara Health Centre,2024-02-29,Flu,160,110,466,Adequate
Ngara Health Centre,2024-02-29,Typhoid,88,83,338,Adequate
Ngara Health Centre,2024-02-29,Respiratory Infection,158,57,414,Adequate
Ngara Health Centre,2024-02-29,Diarrhea,167,80,714,Adequate
Ngara Health Centre,2024-02-29,Skin Infection,38,113,710,Adequate
Ngara Health Centre,2024-02-29,Pneumonia,247,98,496,Adequate
Ngara Health Centre,2024-03-01,Malaria,266,103,779,Adequate
Ngara Health Centre,2024-03-01,Flu,399,91,417,Adequate
Ngara Health Centre,2024-03-01,Typhoid,39,115,186,Adequate
Ngara Health Centre,2024-03-01,Respiratory Infection,296,105,417,Adequate
Ngara Health Centre,2024-03-01,Diarrhea,362,113,340,Adequate
Ngara Health Centre,2024-03-01,Skin Infection,85,119,148,Adequate
Ngara Health Centre,2024-03-01,Pneumonia,272,45,172,Adequate
Ngara Health Centre,2024-03-02,Malaria,231,102,748,Adequate
Ngara Health Centre,2024-03-02,Flu,62,117,518,Adequate
Ngara Health Centre,2024-03-02,Typhoid,232,48,725,Adequate
Ngara Health Centre,2024-03-02,Respiratory Infection,362,148,411,Adequate
Ngara Health Centre,2024-03-02,Diarrhea,326,113,310,Adequate
Ngara Health Centre,2024-03-02,Skin Infection,384,68,255,Adequate
Ngara Health Centre,2024-03-02,Pneumonia,151,149,421,Adequate
Ngara Health Centre,2024-03-03,Malaria,91,39,139,Adequate
Ngara Health Centre,2024-03-03,Flu,271,69,552,Adequate
Ngara Health Centre,2024-03-03,Typhoid,387,71,114,Adequate
Ngara Health Centre,2024-03-03,Respiratory Infection,153,129,379,Adequate
Ngara Health Centre,2024-03-03,Diarrhea,77,70,403,Adequate
Ngara Health Centre,2024-03-03,Skin Infection,76,65,204,Adequate
Ngara Health Centre,2024-03-03,Pneumonia,398,146,559,Adequate
Ngara Health Centre,2024-03-04,Malaria,276,17,305,Adequate
Ngara Health Centre,2024-03-04,Flu,47,137,439,Adequate
Ngara Health Centre,2024-03-04,Typhoid,350,118,677,Adequate
Ngara Health Centre,2024-03-04,Respiratory Infection,365,98,249,Adequate
Ngara Health Centre,2024-03-04,Diarrhea,222,21,246,Adequate
Ngara Health Centre,2024-03-04,Skin Infection,212,115,335,Adequate
Ngara Health Centre,2024-03-04,Pneumonia,155,91,278,Adequate
Ngara Health Centre,2024-03-05,Malaria,42,112,639,Adequate
Ngara Health Centre,2024-03-05,Flu,352,34,711,Adequate
Ngara Health Centre,2024-03-05,Typhoid,217,24,436,Adequate
Ngara Health Centre,2024-03-05,Respiratory Infection,329,148,657,Adequate
Ngara Health Centre,2024-03-05,Diarrhea,97,105,404,Adequate
Ngara Health Centre,2024-03-05,Skin Infection,200,111,295,Adequate
Ngara Health Centre,2024-03-05,Pneumonia,362,49,722,Adequate
Ngara Health Centre,2024-03-06,Malaria,175,73,532,Adequate
Ngara Health Centre,2024-03-06,Flu,258,41,316,Adequate
Ngara Health Centre,2024-03-06,Typhoid,108,45,127,Adequate
Ngara Health Centre,2024-03-06,Respiratory Infection,115,89,404,Adequate
Ngara Health Centre,2024-03-06,Diarrhea,283,47,179,Adequate
Ngara Health Centre,2024-03-06,Skin Infection,215,14,657,Adequate
Ngara Health Centre,2024-03-06,Pneumonia,383,142,608,Adequate
Ngara Health Centre,2024-03-07,Malaria,131,84,101,Adequate
Ngara Health Centre,2024-03-07,Flu,246,54,356,Adequate
Ngara Health Centre,2024-03-07,Typhoid,252,78,523,Adequate
Ngara Health Centre,2024-03-07,Respiratory Infection,353,144,680,Adequate
Ngara Health Centre,2024-03-07,Diarrhea,226,25,793,Adequate
Ngara Health Centre,2024-03-07,Skin Infection,47,116,628,Adequate
Ngara Health Centre,2024-03-07,Pneumonia,154,128,693,Adequate
Ngara Health Centre,2024-03-08,Malaria,33,104,450,Adequate
Ngara Health Centre,2024-03-08,Flu,166,60,327,Adequate
Ngara Health Centre,2024-03-08,Typhoid,45,51,524,Adequate
Ngara Health Centre,2024-03-08,Respiratory Infection,241,147,276,Adequate
Ngara Health Centre,2024-03-08,Diarrhea,60,59,754,Adequate
Ngara Health Centre,2024-03-08,Skin Infection,81,114,777,Adequate
Ngara Health Centre,2024-03-08,Pneumonia,67,136,543,Adequate
Ngara Health Centre,2024-03-09,Malaria,49,108,655,Adequate
Ngara Health Centre,2024-03-09,Flu,140,132,188,Adequate
Ngara Health Centre,2024-03-09,Typhoid,348,59,338,Adequate
Ngara Health Centre,2024-03-09,Respiratory Infection,101,83,498,Adequate
Ngara Health Centre,2024-03-09,Diarrhea,333,29,774,Adequate
Ngara Health Centre,2024-03-09,Skin Infection,280,110,294,Adequate
Ngara Health Centre,2024-03-09,Pneumonia,89,127,684,Adequate
Ngara Health Centre,2024-03-10,Malaria,251,63,355,Adequate
Ngara Health Centre,2024-03-10,Flu,117,134,591,Adequate
Ngara Health Centre,2024-03-10,Typhoid,365,35,506,Adequate
Ngara Health Centre,2024-03-10,Respiratory Infection,150,62,461,Adequate
Ngara Health Centre,2024-03-10,Diarrhea,59,32,647,Adequate
Ngara Health Centre,2024-03-10,Skin Infection,154,104,223,Adequate
Ngara Health Centre,2024-03-10,Pneumonia,200,136,792,Adequate
Ngara Health Centre,2024-03-11,Malaria,244,108,543,Adequate
Ngara Health Centre,2024-03-11,Flu,66,90,707,Adequate
Ngara Health Centre,2024-03-11,Typhoid,149,116,536,Adequate
Ngara Health Centre,2024-03-11,Respiratory Infection,41,64,588,Adequate
Ngara Health Centre,2024-03-11,Diarrhea,280,76,581,Adequate
Ngara Health Centre,2024-03-11,Skin Infection,67,33,436,Adequate
Ngara Health Centre,2024-03-11,Pneumonia,197,94,427,Adequate
Ngara Health Centre,2024-03-12,Malaria,275,88,725,Adequate
Ngara Health Centre,2024-03-12,Flu,330,118,299,Adequate
Ngara Health Centre,2024-03-12,Typhoid,381,22,465,Adequate
Ngara Health Centre,2024-03-12,Respiratory Infection,236,35,196,Adequate
Ngara Health Centre,2024-03-12,Diarrhea,100,106,456,Adequate
Ngara Health Centre,2024-03-12,Skin Infection,329,41,349,Adequate
Ngara Health Centre,2024-03-12,Pneumonia,283,32,281,Adequate
Ngara Health Centre,2024-03-13,Malaria,369,87,265,Adequate
Ngara Health Centre,2024-03-13,Flu,33,108,244,Adequate
Ngara Health Centre,2024-03-13,Typhoid,194,97,204,Adequate
Ngara Health Centre,2024-03-13,Respiratory Infection,65,87,268,Adequate
Ngara Health Centre,2024-03-13,Diarrhea,37,76,697,Adequate
Ngara Health Centre,2024-03-13,Skin Infection,126,34,535,Adequate
Ngara Health Centre,2024-03-13,Pneumonia,344,59,712,Adequate
Ngara Health Centre,2024-03-14,Malaria,96,13,162,Adequate
Ngara Health Centre,2024-03-14,Flu,61,116,310,Adequate
Ngara Health Centre,2024-03-14,Typhoid,80,72,179,Adequate
Ngara Health Centre,2024-03-14,Respiratory Infection,372,133,712,Adequate
Ngara Health Centre,2024-03-14,Diarrhea,158,28,456,Adequate
Ngara Health Centre,2024-03-14,Skin Infection,123,90,714,Adequate
Ngara Health Centre,2024-03-14,Pneumonia,398,55,217,Adequate
Ngara Health Centre,2024-03-15,Malaria,371,119,591,Adequate
Ngara Health Centre,2024-03-15,Flu,392,126,518,Adequate
Ngara Health Centre,2024-03-15,Typhoid,297,18,325,Adequate
Ngara Health Centre,2024-03-15,Respiratory Infection,363,130,422,Adequate
Ngara Health Centre,2024-03-15,Diarrhea,137,53,544,Adequate
Ngara Health Centre,2024-03-15,Skin Infection,36,106,366,Adequate
Ngara Health Centre,2024-03-15,Pneumonia,202,61,313,Adequate
Ngara Health Centre,2024-03-16,Malaria,276,115,694,Adequate
Ngara Health Centre,2024-03-16,Flu,321,147,520,Adequate
Ngara Health Centre,2024-03-16,Typhoid,232,50,447,Adequate
Ngara Health Centre,2024-03-16,Respiratory Infection,78,44,240,Adequate
Ngara Health Centre,2024-03-16,Diarrhea,82,116,132,Adequate
Ngara Health Centre,2024-03-16,Skin Infection,229,41,328,Adequate
Ngara Health Centre,2024-03-16,Pneumonia,147,77,284,Adequate
Ngara Health Centre,2024-03-17,Malaria,347,91,314,Adequate
Ngara Health Centre,2024-03-17,Flu,250,31,371,Adequate
Ngara Health Centre,2024-03-17,Typhoid,275,17,502,Adequate
Ngara Health Centre,2024-03-17,Respiratory Infection,96,144,468,Adequate
Ngara Health Centre,2024-03-17,Diarrhea,317,114,636,Adequate
Ngara Health Centre,2024-03-17,Skin Infection,82,90,380,Adequate
Ngara Health Centre,2024-03-17,Pneumonia,62,60,647,Adequate
Ngara Health Centre,2024-03-18,Malaria,372,117,276,Adequate
Ngara Health Centre,2024-03-18,Flu,73,77,769,Adequate
Ngara Health Centre,2024-03-18,Typhoid,298,52,499,Adequate
Ngara Health Centre,2024-03-18,Respiratory Infection,259,120,530,Adequate
Ngara Health Centre,2024-03-18,Diarrhea,160,35,324,Adequate
Ngara Health Centre,2024-03-18,Skin Infection,172,75,639,Adequate
Ngara Health Centre,2024-03-18,Pneumonia,154,113,527,Adequate
Ngara Health Centre,2024-03-19,Malaria,109,119,743,Adequate
Ngara Health Centre,2024-03-19,Flu,357,73,218,Adequate
Ngara Health Centre,2024-03-19,Typhoid,75,93,451,Adequate
Ngara Health Centre,2024-03-19,Respiratory Infection,42,98,271,Adequate
Ngara Health Centre,2024-03-19,Diarrhea,263,62,150,Adequate
Ngara Health Centre,2024-03-19,Skin Infection,298,50,494,Adequate
Ngara Health Centre,2024-03-19,Pneumonia,345,61,528,Adequate
Ngara Health Centre,2024-03-20,Malaria,303,102,306,Adequate
Ngara Health Centre,2024-03-20,Flu,177,73,552,Adequate
Ngara Health Centre,2024-03-20,Typhoid,66,42,482,Adequate
Ngara Health Centre,2024-03-20,Respiratory Infection,304,80,717,Adequate
Ngara Health Centre,2024-03-20,Diarrhea,51,114,733,Adequate
Ngara Health Centre,2024-03-20,Skin Infection,158,63,759,Adequate
Ngara Health Centre,2024-03-20,Pneumonia,87,64,336,Adequate
Ngara Health Centre,2024-03-21,Malaria,99,79,674,Adequate
Ngara Health Centre,2024-03-21,Flu,270,90,796,Adequate
Ngara Health Centre,2024-03-21,Typhoid,288,110,322,Adequate
Ngara Health Centre,2024-03-21,Respiratory Infection,128,148,656,Adequate
Ngara Health Centre,2024-03-21,Diarrhea,302,24,616,Adequate
Ngara Health Centre,2024-03-21,Skin Infection,40,73,447,Adequate
Ngara Health Centre,2024-03-21,Pneumonia,68,96,141,Adequate
Ngara Health Centre,2024-03-22,Malaria,232,103,585,Adequate
Ngara Health Centre,2024-03-22,Flu,34,81,249,Adequate
Ngara Health Centre,2024-03-22,Typhoid,234,53,598,Adequate
Ngara Health Centre,2024-03-22,Respiratory Infection,216,130,764,Adequate
Ngara Health Centre,2024-03-22,Diarrhea,145,30,291,Adequate
Ngara Health Centre,2024-03-22,Skin Infection,262,77,320,Adequate
Ngara Health Centre,2024-03-22,Pneumonia,76,64,106,Adequate
Ngara Health Centre,2024-03-23,Malaria,213,61,465,Adequate
Ngara Health Centre,2024-03-23,Flu,75,38,122,Adequate
Ngara Health Centre,2024-03-23,Typhoid,160,70,408,Adequate
Ngara Health Centre,2024-03-23,Respiratory Infection,225,78,572,Adequate
Ngara Health Centre,2024-03-23,Diarrhea,77,91,208,Adequate
Ngara Health Centre,2024-03-23,Skin Infection,292,108,130,Adequate
Ngara Health Centre,2024-03-23,Pneumonia,387,85,579,Adequate
Ngara Health Centre,2024-03-24,Malaria,384,70,104,Adequate
Ngara Health Centre,2024-03-24,Flu,315,51,756,Adequate
Ngara Health Centre,2024-03-24,Typhoid,225,51,126,Adequate
Ngara Health Centre,2024-03-24,Respiratory Infection,156,36,634,Adequate
Ngara Health Centre,2024-03-24,Diarrhea,360,17,107,Adequate
Ngara Health Centre,2024-03-24,Skin Infection,130,14,298,Adequate
Ngara Health Centre,2024-03-24,Pneumonia,115,129,485,Adequate
Ngara Health Centre,2024-03-25,Malaria,208,75,339,Adequate
Ngara Health Centre,2024-03-25,Flu,41,76,282,Adequate
Ngara Health Centre,2024-03-25,Typhoid,311,111,475,Adequate
Ngara Health Centre,2024-03-25,Respiratory Infection,219,99,637,Adequate
